2017-01-01 09:00, CLBD, 9622, 12, 1, AWSDLY, 3, 1011, 11.6, 14.6, , , 1.0, 1.0, , , 2017-01-01 09:46, 4.0, , , , 
2017-01-01 09:00, CLBD, 5576, 12, 1, AWSDLY, 3, 1011, 8.5, 13.4, , , 1.0, 1.0, , , 2017-01-01 09:48, 2.0, , , , 
2017-01-01 09:00, CLBD, 1467, 12, 1, AWSDLY, 3, 1011, 7.5, 8.0, , , 1.0, 1.0, , , 2017-01-01 09:48, 2.0, , , , 
2017-01-01 09:00, CLBD, 4398, 12, 1, AWSDLY, 3, 1011, 12.3, 3.4, , , 1.0, 1.0, , , 2017-01-01 09:48, 2.0, , , , 
2017-01-01 09:00, CLBD, 1210, 12, 1, AWSDLY, 3, 1011, , 3.1, , , 1.0, 1.0, , , 2017-01-01 09:46, 4.0, , , , 
2017-01-01 09:00, CLBD, 7714, 12, 1, AWSDLY, 3, 1011, 6.4, -1.1, , , 1.0, 1.0, , , 2017-01-01 09:46, 4.0, , , , 
2017-01-01 09:00, CLBD, 2255, 12, 1, AWSDLY, 9, 1011, -0.4, 16.7, , , 1.0, 1.0, , , 2017-01-01 09:48, 2.0, , , , 
2017-01-01 09:00, CLBD, 8836, 12, 1, AWSDLY, 9, 1011, 18.9, 12.3, , , 1.0, 1.0, , , 2017-01-01 09:52, 0.0, , , , 
2017-01-01 09:00, CLBD, 6720, 12, 1, AWSDLY, 9, 1011, 10.6, 10.3, , , 1.0, 1.0, , , 2017-01-01 09:48, 2.0, , , , 
2017-01-01 09:00, CLBD, 1241, 12, 1, AWSDLY, 9, 1011, 11.7, 6.3, , , 1.0, 1.0, , , 2017-01-01 09:08, 0.0, , , , 
2017-01-01 09:00, CLBD, 7122, 12, 1, AWSDLY, 9, 1011, 9.6, 2.9, , , 1.0, 1.0, , , 2017-01-01 09:46, 4.0, , , , 
2017-01-01 09:00, CLBD, 7148, 12, 1, AWSDLY, 9, 1011, 10.0, 8.0, , , 1.0, 1.0, , , 2017-01-01 09:46, 4.0, , , , 
2017-01-01 09:00, CLBD, 9625, 12, 1, AWSDLY, 12, 1011, 15.4, 13.0, , , 1.0, 1.0, , , 2017-01-01 09:46, 4.0, , , , 
2017-01-01 09:00, CLBD, 9820, 12, 1, AWSDLY, 12, 1011, 8.5, 6.7, , , 1.0, 1.0, , , 2017-01-01 09:48, 2.0, , , , 
2017-01-01 09:00, CLBD, 4863, 12, 1, AWSDLY, 12, 1011, 1.2, 2.7, , , 1.0, 1.0, , , 2017-01-01 09:48, 2.0, , , , 
2017-01-01 09:00, DCNN, 5695, 12, 1, NCM, 12, 1011, 17.2, 9.8, 0.2, , 1.0, 1.0, 1.0, , 2017-01-01 09:09, 0.0, , , , 
2017-01-01 09:00, DCNN, 1303, 12, 1, NCM, 12, 1011, 3.7, 9.0, -0.4, -0.7, 1.0, 1.0, 1.0, 1.0, 2017-01-01 09:08, 0.0, , , , 
2017-01-01 09:00, DCNN, 2122, 12, 1, NCM, 12, 1011, 10.0, 3.9, 0.2, , 1.0, 1.0, 1.0, , 2017-01-01 08:58, 0.0, , , , 
2017-01-01 09:00, DCNN, 3122, 24, 1, DLY3208, 23, 1011, 13.7, 11.4, 0.8, , 1.0, 1.0, 1.0, , 2017-01-01 09:16, 0.0, , , , 
2017-01-01 09:00, DCNN, 451, 12, 1, NCM, 23, 1011, 7.3, 12.6, 0.5, 0.2, 1.0, 1.0, 1.0, 1.0, 2017-01-01 08:58, 0.0, , , , 
2017-01-01 09:00, DCNN, 2245, 12, 1, NCM, 23, 1011, 15.6, 10.1, -1.0, -0.7, 1.0, 1.0, 1.0, 1.0, 2017-01-01 08:58, 0.0, , , , 
2017-01-01 09:00, DCNN, 587, 24, 1, DLY3208, 23, 1011, 4.8, 4.4, -0.3, , 1.0, 1.0, 1.0, , 2017-01-09 12:31, 0.0, , , , 
2017-01-01 09:00, DCNN, 9288, 12, 1, AWSDLY, 23, 1011, 9.4, 6.8, , , 1.0, 1.0, , , 2017-01-01 09:04, 0.0, , , , 
2017-01-01 09:00, DCNN, 2212, 12, 1, NCM, 23, 1011, 8.0, 11.7, -2.2, , 1.0, 1.0, 1.0, , 2017-01-01 08:58, 0.0, , , , 
2017-01-01 09:00, DCNN, 8451, 12, 1, AWSDLY, 32, 1011, , 12.2, -2.4, -1.9, 1.0, 1.0, 1.0, 1.0, 2017-01-01 09:06, 0.0, , , , 
2017-01-01 09:00, DCNN, 8825, 24, 1, DLY3208, 32, 1011, , 11.9, 1.5, , 1.0, 1.0, 1.0, , 2017-01-01 13:36, 0.0, , , , 
2017-01-01 09:00, DCNN, 6679, 12, 1, AWSDLY, 32, 1011, 13.9, 12.5, -1.2, , 1.0, 1.0, 1.0, , 2017-01-01 09:01, 0.0, , , , 
2017-01-01 09:00, DCNN, 293, 24, 1, DLY3208, 32, 1011, 12.1, 16.0, 0.5, , , 1.0, 1.0, , 2017-01-07 01:31, 0.0, , , , 
2017-01-01 09:00, DCNN, 5425, 12, 1, NCM, 32, 1011, , -3.1, 0.7, , 1.0, 1.0, 1.0, , 2017-01-01 08:56, 0.0, , , , 
2017-01-01 09:00, DCNN, 2432, 12, 1, NCM, 32, 1011, 15.6, 5.1, -0.7, -0.6, 1.0, 1.0, 1.0, 1.0, 2017-01-01 08:54, 0.0, , , , 
2017-01-01 09:00, DCNN, 7213, 24, 1, DLY3208, 38, 1011, 10.3, 8.9, 10.6, , 1.0, 1.0, 151.0, , 2017-01-24 12:29, 0.0, , , , 
2017-01-01 09:00, DCNN, 6457, 12, 0, NCM, 38, 1012, 10.0, 12.4, , , 151.0, 1.0, , , 2017-01-01 09:00, 0.0, , , , 
2017-01-01 09:00, DCNN, 9912, 12, 1, NCM, 38, 1011, 5.9, 5.8, , , 1501.0, 1.0, , , 2017-01-01 09:00, 0.0, , , , 
2017-01-01 09:00, DCNN, 8132, 24, 1, DLY3208, 44, 1011, 10.7, 0.0, 0.7, , 1.0, 1.0, 1.0, , 2017-01-01 11:32, 0.0, , , , 
2017-01-01 09:00, DCNN, 8836, 24, 1, DLY3208, 44, 1011, 4.0, 1.4, , , 1.0, 1.0, , , 2017-01-01 13:01, 0.0, , , , 
2017-01-01 09:00, DCNN, 9054, 12, 1, AWSDLY, 44, 1011, 6.4, 3.0, -1.1, 0.9, 1.0, 1.0, 1.0, 1.0, 2017-01-01 09:07, 0.0, , , , 
2017-01-01 09:00, DCNN, 1226, 12, 1, NCM, 44, 1011, 12.4, 8.7, -0.5, , 1.0, 1.0, 1.0, , 2017-01-01 09:01, 0.0, , , , 
2017-01-01 09:00, DCNN, 1210, 12, 1, AWSDLY, 44, 1011, 16.5, -1.4, , , 1.0, 1.0, , , 2017-01-01 09:01, 0.0, , , , 
2017-01-01 09:00, DCNN, 3059, 12, 1, AWSDLY, 44, 1011, , 4.2, , , 1.0, 1.0, , , 2017-01-01 09:07, 0.0, , , , 
2017-01-01 09:00, DCNN, 4714, 12, 1, NCM, 48, 1011, 16.5, 13.2, -1.2, , 1.0, 1.0, 1.0, , 2017-01-01 09:00, 0.0, , , , 
2017-01-01 09:00, DCNN, 1272, 12, 1, NCM, 48, 1011, 16.1, 5.7, 1.4, 1.2, 1.0, 1.0, 1.0, 1.0, 2017-01-01 08:54, 0.0, , , , 
2017-01-01 09:00, DCNN, 1743, 12, 1, NCM, 48, 1011, 16.2, 19.4, 0.7, 0.8, 1.0, 1.0, 1.0, 1.0, 2017-01-01 08:58, 0.0, , , , 
